type,theme,count,percent,percent_count
Federal,"Cameron Highlands, Malaysia",7,0.010068031124599076,0.01% (7)
Federal,CLASIC07,7,0.010068031124599076,0.01% (7)
Federal,"Ua Pou, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,"Magat, Luzon, Philippines",7,0.010068031124599076,0.01% (7)
Federal,"Table Butte, ID",7,0.010068031124599076,0.01% (7)
Federal,"Markham R, Papua New Guinea",7,0.010068031124599076,0.01% (7)
Federal,"Tutuila, Western Samoa",7,0.010068031124599076,0.01% (7)
Federal,"Chiapas, Mexico",7,0.010068031124599076,0.01% (7)
Federal,"Tioman Island, Malaysia",7,0.010068031124599076,0.01% (7)
Federal,"Chiang Mai, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Madison, WI",7,0.010068031124599076,0.01% (7)
City,City Management and Ethics,7,0.03281455090943184,0.03% (7)
Federal,"Mary River, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Okmok Volcano, AK",7,0.010068031124599076,0.01% (7)
Federal,"Chunchucmil, Mexico",7,0.010068031124599076,0.01% (7)
Federal,"Camp Roberts, CA",7,0.010068031124599076,0.01% (7)
Federal,"Tarrawarra, Australia",7,0.010068031124599076,0.01% (7)
Federal,Manufacturing,7,0.010068031124599076,0.01% (7)
Federal,Chile volcano,7,0.010068031124599076,0.01% (7)
Federal,science,7,0.010068031124599076,0.01% (7)
Federal,"Ohakune, New Zealand",7,0.010068031124599076,0.01% (7)
Federal,"Ostler Fault, New Zealand",7,0.010068031124599076,0.01% (7)
Federal,"Central Coast, CA",7,0.010068031124599076,0.01% (7)
Federal,"Otago, New Zealand",7,0.010068031124599076,0.01% (7)
Federal,"Manila, Philippines",7,0.010068031124599076,0.01% (7)
Federal,"Chicxulub Impact, Mexico",7,0.010068031124599076,0.01% (7)
Federal,"Tetlin Junction, AK",7,0.010068031124599076,0.01% (7)
Federal,"Cerro Azul Volcano, Chile",7,0.010068031124599076,0.01% (7)
Federal,"Manam Island, Papua New Guinea",7,0.010068031124599076,0.01% (7)
Federal,"Cebu, Philippines",7,0.010068031124599076,0.01% (7)
Federal,"Thunder Bay, Canada",7,0.010068031124599076,0.01% (7)
Federal,"Colorado River, CA/AZ",7,0.010068031124599076,0.01% (7)
Federal,"Cathedral Rapids, AK",7,0.010068031124599076,0.01% (7)
Federal,"Oakland, CA",7,0.010068031124599076,0.01% (7)
Federal,"Cass Lake, MN",7,0.010068031124599076,0.01% (7)
Federal,"Marfa, TX",7,0.010068031124599076,0.01% (7)
Federal,"Oahu, HI",7,0.010068031124599076,0.01% (7)
Federal,"Marin County, CA",7,0.010068031124599076,0.01% (7)
Federal,"Tanami Desert, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Ua Huka, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,"Big Delta, AK",7,0.010068031124599076,0.01% (7)
Federal,"Ulua River, Honduras",7,0.010068031124599076,0.01% (7)
Federal,"Aniakchak Volc, AK",7,0.010068031124599076,0.01% (7)
Federal,"Augustine volcano, AK",7,0.010068031124599076,0.01% (7)
Federal,"Augustine Island, AK",7,0.010068031124599076,0.01% (7)
Federal,"Atchafalaya Basin, LA",7,0.010068031124599076,0.01% (7)
Federal,"Aso, Japan",7,0.010068031124599076,0.01% (7)
Federal,"Arenal Research Area,  Costa Rica",7,0.010068031124599076,0.01% (7)
Federal,"Aquateca, Guatamala",7,0.010068031124599076,0.01% (7)
Federal,"Montague County, TX",7,0.010068031124599076,0.01% (7)
Federal,"Antioch, CA",7,0.010068031124599076,0.01% (7)
Federal,Antarctic Peninsula - south,7,0.010068031124599076,0.01% (7)
Federal,"Montezuma Hills, CA",7,0.010068031124599076,0.01% (7)
Federal,"Narathiwat, Thailand",7,0.010068031124599076,0.01% (7)
Federal,Antarctic Peninsula - north,7,0.010068031124599076,0.01% (7)
Federal,"Moorea, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,"Motane, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,"Angkor, Cambodia",7,0.010068031124599076,0.01% (7)
Federal,"Mission Range Mountains, MT",7,0.010068031124599076,0.01% (7)
Federal,"Mt. Fitton, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Mt. Franklin, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Nakhon Si Thammarat, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Nakhon Ratchasima, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Nabesna, AK",7,0.010068031124599076,0.01% (7)
Federal,"White Island, New Zealand",7,0.010068031124599076,0.01% (7)
Federal,"Mt. Pinatubo, Philippines",7,0.010068031124599076,0.01% (7)
Federal,"Mt. Pinatubo,Philippines",7,0.010068031124599076,0.01% (7)
Federal,"Mt. Rainier, WA",7,0.010068031124599076,0.01% (7)
Federal,NSCAT,7,0.010068031124599076,0.01% (7)
Federal,"Mt. St. Helens, Washington",7,0.010068031124599076,0.01% (7)
Federal,"Mt. Toondina, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Mt. Unzen, Japan",7,0.010068031124599076,0.01% (7)
Federal,"Yuba County, CA",7,0.010068031124599076,0.01% (7)
Federal,"Austin - west, TX",7,0.010068031124599076,0.01% (7)
Federal,"Avenal, CA",7,0.010068031124599076,0.01% (7)
City,Census,7,0.03281455090943184,0.03% (7)
Federal,"Big Sur Coastline, CA",7,0.010068031124599076,0.01% (7)
Federal,Mathematics and Statistics,7,0.010068031124599076,0.01% (7)
Federal,"Upolu, Western Samoa",7,0.010068031124599076,0.01% (7)
Federal,"Usu, Japan",7,0.010068031124599076,0.01% (7)
Federal,"Uthai Thani, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Brady Glacier, Canada",7,0.010068031124599076,0.01% (7)
Federal,"Bougainville, Papua New Guinea",7,0.010068031124599076,0.01% (7)
Federal,"Bora Bora, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,Mayan B.R. Guatemala/Mexico/Belize,7,0.010068031124599076,0.01% (7)
Federal,"Mayon Volcano, Philippines",7,0.010068031124599076,0.01% (7)
Federal,"Nuku Hiva, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,Northwest Greenland,7,0.010068031124599076,0.01% (7)
Federal,"Blue Glacier, WA",7,0.010068031124599076,0.01% (7)
Federal,"Northway Junction, AK",7,0.010068031124599076,0.01% (7)
Federal,"Northern San Andreas Fault, CA",7,0.010068031124599076,0.01% (7)
Federal,"Taal Volcano, Philippines",7,0.010068031124599076,0.01% (7)
Federal,"Wairarapa, New Zealand",7,0.010068031124599076,0.01% (7)
Federal,"Virginia Beach, VA",7,0.010068031124599076,0.01% (7)
Federal,"Visayas, Philippines",7,0.010068031124599076,0.01% (7)
Federal,"Belted Range, NV",7,0.010068031124599076,0.01% (7)
Federal,Belize - northern,7,0.010068031124599076,0.01% (7)
Federal,Belize,7,0.010068031124599076,0.01% (7)
Federal,"North Coast of Hawaii, HI",7,0.010068031124599076,0.01% (7)
Federal,"Normanby Is, Papua New Guinea",7,0.010068031124599076,0.01% (7)
Federal,"Barrow Tower, AK",7,0.010068031124599076,0.01% (7)
Federal,"Volcan Hudson, Chile",7,0.010068031124599076,0.01% (7)
Federal,"Bajo La Justa, Guatamala",7,0.010068031124599076,0.01% (7)
Federal,"Bagley Icefield, AK",7,0.010068031124599076,0.01% (7)
Federal,"Nifty, WA, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Volcanoes Mocho/Villarrica, Chile",7,0.010068031124599076,0.01% (7)
Federal,"Awaji, Japan",7,0.010068031124599076,0.01% (7)
Federal,"Macquarie Island, Australia",7,0.010068031124599076,0.01% (7)
Federal,IVS,7,0.010068031124599076,0.01% (7)
Federal,"San Simeon, CA",7,0.010068031124599076,0.01% (7)
Federal,"Glikson, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Ken-Ting, Taiwan",7,0.010068031124599076,0.01% (7)
Federal,"Katmai Volcano, AK",7,0.010068031124599076,0.01% (7)
Federal,Forensics:Digital and multimedia evidence,7,0.010068031124599076,0.01% (7)
Federal,"Sambaliung, Indonesia",7,0.010068031124599076,0.01% (7)
Federal,"Kanlaon Volcano, Philippines",7,0.010068031124599076,0.01% (7)
City,"Transport, Movements",7,0.03281455090943184,0.03% (7)
Federal,"Sacramento, CA",7,0.010068031124599076,0.01% (7)
City,General Government,7,0.03281455090943184,0.03% (7)
Federal,"Platte River, NB",7,0.010068031124599076,0.01% (7)
City,Statistics,7,0.03281455090943184,0.03% (7)
Federal,GNSS,7,0.010068031124599076,0.01% (7)
Federal,Political Competition and Consensus-Building,7,0.010068031124599076,0.01% (7)
Federal,"Jeju Island, South Korea",7,0.010068031124599076,0.01% (7)
Federal,"Gerstle River, AK",7,0.010068031124599076,0.01% (7)
Federal,JPSS1,7,0.010068031124599076,0.01% (7)
Federal,"San Bernardino Mountains, CA",7,0.010068031124599076,0.01% (7)
Federal,Fire:Materials flammability,7,0.010068031124599076,0.01% (7)
Federal,"Finke River, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Kuala Terengganu, Malaysia",7,0.010068031124599076,0.01% (7)
Federal,"Phoenix, Arizona",7,0.010068031124599076,0.01% (7)
Federal,"Santa Rosa Island, CA",7,0.010068031124599076,0.01% (7)
Federal,"Santa Cruz Mountains, CA",7,0.010068031124599076,0.01% (7)
Federal,"Exit Glacier, AK",7,0.010068031124599076,0.01% (7)
Federal,"Santa Clarita, CA",7,0.010068031124599076,0.01% (7)
Federal,"Santa Barbara, CA",7,0.010068031124599076,0.01% (7)
State,Environmental Monitoring,7,0.023103072708670253,0.02% (7)
Federal,"Feni Island, Papua New Guinea",7,0.010068031124599076,0.01% (7)
Federal,"Kota Kinabalu, Malaysia",7,0.010068031124599076,0.01% (7)
Federal,"Kona Coast, HI",7,0.010068031124599076,0.01% (7)
Federal,"Fairbanks, AK",7,0.010068031124599076,0.01% (7)
Federal,"Kobe, Japan",7,0.010068031124599076,0.01% (7)
Federal,"Kluic Labna, Mexico",7,0.010068031124599076,0.01% (7)
Federal,"Fatu Hiva, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,JKS,7,0.010068031124599076,0.01% (7)
Federal,JASON-1,7,0.010068031124599076,0.01% (7)
Federal,"Phetchaburi, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Ivotuk Tower, AK",7,0.010068031124599076,0.01% (7)
City,NYC BigApps,7,0.03281455090943184,0.03% (7)
Federal,"Hualalai, HI",7,0.010068031124599076,0.01% (7)
City,Housing / Development,7,0.03281455090943184,0.03% (7)
Federal,"Rivas Site,  Costa Rica",7,0.010068031124599076,0.01% (7)
Federal,"Rio Platano, Nicaragua/Honduras",7,0.010068031124599076,0.01% (7)
Federal,"Raiatea, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,"Rio Lempa Watershed, El Salvador",7,0.010068031124599076,0.01% (7)
Federal,"Rio Grande, TX",7,0.010068031124599076,0.01% (7)
Federal,"Ranong, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Rapa, French Polynesia",7,0.010068031124599076,0.01% (7)
State,Law Enforcement,7,0.023103072708670253,0.02% (7)
Federal,"Ray Mine, AZ",7,0.010068031124599076,0.01% (7)
Federal,"Richardson, AK",7,0.010068031124599076,0.01% (7)
Federal,"Reveille Peak, NV",7,0.010068031124599076,0.01% (7)
Federal,Images,7,0.010068031124599076,0.01% (7)
Federal,"Honolulu, HI",7,0.010068031124599076,0.01% (7)
Federal,"Hiva Oa, French Polynesia",7,0.010068031124599076,0.01% (7)
Federal,"Rose Island, American Samoa",7,0.010068031124599076,0.01% (7)
Federal,"Hariharalaya, Cambodia",7,0.010068031124599076,0.01% (7)
Federal,"Godley River, New Zealand",7,0.010068031124599076,0.01% (7)
Federal,"Guanajuato, Mexico",7,0.010068031124599076,0.01% (7)
Federal,Guatemala Volcanoes,7,0.010068031124599076,0.01% (7)
Federal,"Gunung Beratus, Indonesia",7,0.010068031124599076,0.01% (7)
Federal,"Prachuap Khiri Khan, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Haleakala, HI",7,0.010068031124599076,0.01% (7)
Federal,Hawaii,7,0.010068031124599076,0.01% (7)
Federal,"Rotorua, New Zealand",7,0.010068031124599076,0.01% (7)
City,Payroll,7,0.03281455090943184,0.03% (7)
Federal,Health:Clinical diagnostics,7,0.010068031124599076,0.01% (7)
Federal,Health:Pharmaceuticals,7,0.010068031124599076,0.01% (7)
Federal,"Rum Jungle, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Ruapehu Volcano, New Zealand",7,0.010068031124599076,0.01% (7)
Federal,"Henbury Crater, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Santa Rosa,  Costa Rica",7,0.010068031124599076,0.01% (7)
Federal,MACPEX,7,0.010068031124599076,0.01% (7)
Federal,"Sonora State, Mexico",7,0.010068031124599076,0.01% (7)
Federal,"Pasadena, CA",7,0.010068031124599076,0.01% (7)
Federal,"Panamint Range, CA",7,0.010068031124599076,0.01% (7)
State,Conservation & Restoration,7,0.023103072708670253,0.02% (7)
Federal,Data-MarketStructure,7,0.010068031124599076,0.01% (7)
Federal,"Petermann Glacier, Greenland",7,0.010068031124599076,0.01% (7)
Federal,"Parker Volcano, Philippines",7,0.010068031124599076,0.01% (7)
Federal,"Denali National Park, AK",7,0.010068031124599076,0.01% (7)
Federal,"Dietrich Valley, AK",7,0.010068031124599076,0.01% (7)
Federal,"Songkhla, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Lawn Hill, Australia",7,0.010068031124599076,0.01% (7)
Federal,Patagonia - north,7,0.010068031124599076,0.01% (7)
Federal,"Southern Alps, New Zealand",7,0.010068031124599076,0.01% (7)
Federal,Disaster	Readiness,7,0.010068031124599076,0.01% (7)
Federal,"Dot Lake, AK",7,0.010068031124599076,0.01% (7)
Federal,Patagonia - south,7,0.010068031124599076,0.01% (7)
Federal,"Strangways, Australia",7,0.010068031124599076,0.01% (7)
Federal,TIROS,7,0.010068031124599076,0.01% (7)
Federal,"Strickland River, Papua New Guinea",7,0.010068031124599076,0.01% (7)
Federal,"Cordillera Darwin, Chile",7,0.010068031124599076,0.01% (7)
Federal,"Darien National Park, Panama",7,0.010068031124599076,0.01% (7)
Federal,"Daly River, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Corvallis, OR",7,0.010068031124599076,0.01% (7)
Federal,Costa Rica,7,0.010068031124599076,0.01% (7)
Federal,"Los Angeles, CA",7,0.010068031124599076,0.01% (7)
State,Business Finance,7,0.023103072708670253,0.02% (7)
Federal,Costa Rica Volcanoes,7,0.010068031124599076,0.01% (7)
Federal,"Cunnamulla, Australia",7,0.010068031124599076,0.01% (7)
City,Internet of Things,7,0.03281455090943184,0.03% (7)
Federal,"Lovea,Cambodia",7,0.010068031124599076,0.01% (7)
Federal,"Surat Thani, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Craters of the Moon, ID",7,0.010068031124599076,0.01% (7)
Federal,"Sydney, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Palm Creek, Austrailia",7,0.010068031124599076,0.01% (7)
Federal,"Crater Lake, OR",7,0.010068031124599076,0.01% (7)
Federal,"Dungun, Malaysia",7,0.010068031124599076,0.01% (7)
Federal,"Sierra Ancha, AZ",7,0.010068031124599076,0.01% (7)
Federal,PMP,7,0.010068031124599076,0.01% (7)
Federal,"Sehulea Is, Papua New Guinea",7,0.010068031124599076,0.01% (7)
Federal,"El Paso, TX",7,0.010068031124599076,0.01% (7)
Federal,"Lake Acraman, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Sinaloa, Mexico",7,0.010068031124599076,0.01% (7)
Federal,Socioeconomics,7,0.010068031124599076,0.01% (7)
Federal,"Lake Coombabah, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Connolly, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Snake River, ID",7,0.010068031124599076,0.01% (7)
Federal,"Lakekamu R, Papua New Guinea",7,0.010068031124599076,0.01% (7)
Federal,"Ladue River, AK",7,0.010068031124599076,0.01% (7)
Federal,"Lampang, Thailand",7,0.010068031124599076,0.01% (7)
Federal,"Lander River, Australia",7,0.010068031124599076,0.01% (7)
Federal,Electronics:Semiconductors,7,0.010068031124599076,0.01% (7)
County,Housing & Development,7,0.06428505831573147,0.06% (7)
Federal,EOS LAND VAL,7,0.010068031124599076,0.01% (7)
Federal,POPDYNAMICS,7,0.010068031124599076,0.01% (7)
Federal,Electronics:Superconducting electronics,7,0.010068031124599076,0.01% (7)
Federal,"Ellery Creek, Australia",7,0.010068031124599076,0.01% (7)
Federal,"Emerald Lake, CA",7,0.010068031124599076,0.01% (7)
Federal,"Savaii, Western Samoa",7,0.010068031124599076,0.01% (7)
Federal,RICO_2004,6,0.008629740963942065,0.01% (6)
Federal,bibliographic,6,0.008629740963942065,0.01% (6)
State,Lobbyist,6,0.01980263375028879,0.02% (6)
Federal,tariff rates,6,0.008629740963942065,0.01% (6)
State,Licenses and Certifications,6,0.01980263375028879,0.02% (6)
State,"Law Enforcement, Courts, and Correction",6,0.01980263375028879,0.02% (6)
Federal,tariff codes,6,0.008629740963942065,0.01% (6)
State,Vital Statistic and Health,6,0.01980263375028879,0.02% (6)
State,Schools that Teach,6,0.01980263375028879,0.02% (6)
Federal,Workforce Development,6,0.008629740963942065,0.01% (6)
Federal,classification,6,0.008629740963942065,0.01% (6)
Federal,text,6,0.008629740963942065,0.01% (6)
Federal,TOLNet,6,0.008629740963942065,0.01% (6)
State,Post-Secondary Education,6,0.01980263375028879,0.02% (6)
Federal,examination,6,0.008629740963942065,0.01% (6)
Federal,QUIKSCAT,6,0.008629740963942065,0.01% (6)
Federal,references,6,0.008629740963942065,0.01% (6)
Federal,official,6,0.008629740963942065,0.01% (6)
Federal,office action,6,0.008629740963942065,0.01% (6)
Federal,TSIS,6,0.008629740963942065,0.01% (6)
Federal,VBA workload,6,0.008629740963942065,0.01% (6)
Federal,VBBE_2007,6,0.008629740963942065,0.01% (6)
Federal,json,6,0.008629740963942065,0.01% (6)
Federal,Smoking & Tobacco Use,6,0.008629740963942065,0.01% (6)
State,Surveys & Inventories,6,0.01980263375028879,0.02% (6)
Federal,image,6,0.008629740963942065,0.01% (6)
Federal,OSCAR,6,0.008629740963942065,0.01% (6)
Federal,registration,6,0.008629740963942065,0.01% (6)
Federal,Nanotechnology:Nanomechanics,6,0.008629740963942065,0.01% (6)
State,Geography,6,0.01980263375028879,0.02% (6)
Federal,gazette,6,0.008629740963942065,0.01% (6)
Federal,Trade and Investment,6,0.008629740963942065,0.01% (6)
Federal,SIF-ESDR,6,0.008629740963942065,0.01% (6)
Federal,SASSIE,6,0.008629740963942065,0.01% (6)
Federal,SAMUM_2006,6,0.008629740963942065,0.01% (6)
Federal,sgml,6,0.008629740963942065,0.01% (6)
Federal,Suicide Prevention,6,0.008629740963942065,0.01% (6)
Federal,Web Metrics,6,0.008629740963942065,0.01% (6)
Federal,Nanotechnology:Nanophotonics,6,0.008629740963942065,0.01% (6)
Federal,PEND,6,0.008629740963942065,0.01% (6)
Federal,Malaria	,6,0.008629740963942065,0.01% (6)
City,Unique and Inclusive Neighborhoods,6,0.028126757922370148,0.03% (6)
Federal,INTEXB_2006,6,0.008629740963942065,0.01% (6)
City,Licenses & Permits,6,0.028126757922370148,0.03% (6)
Federal,MA,6,0.008629740963942065,0.01% (6)
Federal,MAPS,6,0.008629740963942065,0.01% (6)
Federal,Engineering & Technology,6,0.008629740963942065,0.01% (6)
Federal,ACCP,6,0.008629740963942065,0.01% (6)
Federal,Mechanical properties,6,0.008629740963942065,0.01% (6)
Federal,ACEPOL,6,0.008629740963942065,0.01% (6)
Federal,Modern Energy Services,6,0.008629740963942065,0.01% (6)
City,Liabilities and Assets,6,0.028126757922370148,0.03% (6)
Federal,FLDAS,6,0.008629740963942065,0.01% (6)
Federal,ACES,6,0.008629740963942065,0.01% (6)
Federal,Fire:Fire detection,6,0.008629740963942065,0.01% (6)
Federal,C3VP,6,0.008629740963942065,0.01% (6)
Federal,Fire:Fire dynamics and science,6,0.008629740963942065,0.01% (6)
City,"Health, Education, and Social Services",6,0.028126757922370148,0.03% (6)
Federal,Fluxnet,6,0.008629740963942065,0.01% (6)
Federal,ARCTAS_2008,6,0.008629740963942065,0.01% (6)
Federal,Manufacturing:Factory communications,6,0.008629740963942065,0.01% (6)
Federal,Forensics:Drugs and toxicology,6,0.008629740963942065,0.01% (6)
Federal,Manufacturing:Robotics in manufacturing,6,0.008629740963942065,0.01% (6)
Federal,GCOM-W,6,0.008629740963942065,0.01% (6)
Federal,CESIC,6,0.008629740963942065,0.01% (6)
Federal,Daymet,6,0.008629740963942065,0.01% (6)
Federal,Energy:Alternative energy,6,0.008629740963942065,0.01% (6)
Federal,Higher Education,6,0.008629740963942065,0.01% (6)
Federal,GOMACCS_2006,6,0.008629740963942065,0.01% (6)
Federal,ISCCP,6,0.008629740963942065,0.01% (6)
City,"Arts, Culture, History",6,0.028126757922370148,0.03% (6)
County,Other,6,0.05510147855634127,0.06% (6)
Federal,Bioscience:Bioprocessing,6,0.008629740963942065,0.01% (6)
Federal,Information Technology:Cyber-physical systems,6,0.008629740963942065,0.01% (6)
Federal,LULC,6,0.008629740963942065,0.01% (6)
Federal,Alcohol-Related Disease Impact,6,0.008629740963942065,0.01% (6)
Federal,LASE,6,0.008629740963942065,0.01% (6)
City,Water,6,0.028126757922370148,0.03% (6)
Federal,BIGFOOT,6,0.008629740963942065,0.01% (6)
Federal,Climate Change - Adaptation,6,0.008629740963942065,0.01% (6)
City,Property,6,0.028126757922370148,0.03% (6)
City,Government/General,5,0.023438964935308455,0.02% (5)
City,business,5,0.023438964935308455,0.02% (5)
Federal,SANDS,5,0.007191450803285054,0.01% (5)
State,Other,5,0.016502194791907322,0.02% (5)
City,Purchasing,5,0.023438964935308455,0.02% (5)
Federal,Manufacturing:Product data,5,0.007191450803285054,0.01% (5)
State,Business & Employment,5,0.016502194791907322,0.02% (5)
Federal,CLAMS,5,0.007191450803285054,0.01% (5)
Federal,Physics:Electron physics,5,0.007191450803285054,0.01% (5)
City,Genealogy,5,0.023438964935308455,0.02% (5)
Federal,SDP,5,0.007191450803285054,0.01% (5)
Federal,Materials:Superconductors,5,0.007191450803285054,0.01% (5)
Federal,Gravity Model,5,0.007191450803285054,0.01% (5)
Federal,GloSSAC,5,0.007191450803285054,0.01% (5)
Federal,Physics:Nuclear physics,5,0.007191450803285054,0.01% (5)
State,Higher Education,5,0.016502194791907322,0.02% (5)
Federal,IPHEX,5,0.007191450803285054,0.01% (5)
Federal,Health:Cell therapies,5,0.007191450803285054,0.01% (5)
Federal,Construction Project Management,5,0.007191450803285054,0.01% (5)
State,Jobs that Pay,5,0.016502194791907322,0.02% (5)
City,Map Data,5,0.023438964935308455,0.02% (5)
Federal,ICE POP,5,0.007191450803285054,0.01% (5)
Federal,TARFOX,5,0.007191450803285054,0.01% (5)
Federal,Consumer Health,5,0.007191450803285054,0.01% (5)
Federal,Hydroclimatology,5,0.007191450803285054,0.01% (5)
Federal,TRACER-AQ,5,0.007191450803285054,0.01% (5)
Federal,PTSD,5,0.007191450803285054,0.01% (5)
State,Information Technology,5,0.016502194791907322,0.02% (5)
Federal,DCOTSS,5,0.007191450803285054,0.01% (5)
State,Emergency Management,5,0.016502194791907322,0.02% (5)
Federal,DEVOTE,5,0.007191450803285054,0.01% (5)
Federal,S1 I-grams (BETA) - Central CA,5,0.007191450803285054,0.01% (5)
Federal,"S1 I-grams (BETA) - Kilauea Volcano, HI",5,0.007191450803285054,0.01% (5)
County,Law/Judicial,5,0.04591789879695105,0.05% (5)
Federal,S1 I-grams (BETA) - Northern CA,5,0.007191450803285054,0.01% (5)
City,"Justice, Safety, Police, Crime",5,0.023438964935308455,0.02% (5)
Federal,S1 I-grams (BETA) - Other,5,0.007191450803285054,0.01% (5)
Federal,CPEX-CV,5,0.007191450803285054,0.01% (5)
County,Public Health,5,0.04591789879695105,0.05% (5)
Federal,S1 I-grams (BETA) - Southern CA,5,0.007191450803285054,0.01% (5)
City,Facilities,5,0.023438964935308455,0.02% (5)
Federal,ARISE,5,0.007191450803285054,0.01% (5)
Federal,FERMANV1,5,0.007191450803285054,0.01% (5)
Federal,ANTHROMES,5,0.007191450803285054,0.01% (5)
Federal,Wireless,5,0.007191450803285054,0.01% (5)
Federal,Forensics:Trace evidence,5,0.007191450803285054,0.01% (5)
Federal,Buildings and Construction:Air conditioning and heating equipment,5,0.007191450803285054,0.01% (5)
State,Self Determination,5,0.016502194791907322,0.02% (5)
Federal,machine learning,5,0.007191450803285054,0.01% (5)
Federal,Fire:Fire modeling,5,0.007191450803285054,0.01% (5)
Federal,ASCENDS Airborne,5,0.007191450803285054,0.01% (5)
Federal,NVAP-M,5,0.007191450803285054,0.01% (5)
Federal,Bioscience:Genomic measurements,5,0.007191450803285054,0.01% (5)
Federal,FITARA,5,0.007191450803285054,0.01% (5)
Federal,FLASHFLUX,5,0.007191450803285054,0.01% (5)
Federal,FOIA,5,0.007191450803285054,0.01% (5)
City,Auditor,5,0.023438964935308455,0.02% (5)
Federal,Unwinding,5,0.007191450803285054,0.01% (5)
Federal,ATTREX,5,0.007191450803285054,0.01% (5)
Federal,AVIRIS,5,0.007191450803285054,0.01% (5)
Federal,Nanotechnology:Nanometrology,5,0.007191450803285054,0.01% (5)
City,"Business, Development & Housing",5,0.023438964935308455,0.02% (5)
Federal,Mental Health,5,0.007191450803285054,0.01% (5)
City,Elections,5,0.023438964935308455,0.02% (5)
Federal,Nanotechnology:Nanomaterials,5,0.007191450803285054,0.01% (5)
Federal,Bioscience:Microbial measurements,5,0.007191450803285054,0.01% (5)
Federal,Nanotechnology:Nanofabrication/manufacturing,5,0.007191450803285054,0.01% (5)
Federal,WDTS,5,0.007191450803285054,0.01% (5)
Federal,GEO-MEX,5,0.007191450803285054,0.01% (5)
Federal,EMIT,5,0.007191450803285054,0.01% (5)
Federal,Forensics:DNA and biological evidence,5,0.007191450803285054,0.01% (5)
Federal,enriched,4,0.005753160642628044,0.01% (4)
Federal,2007_GR_NASA,4,0.005753160642628044,0.01% (4)
Federal,2016_AN_UTIG,4,0.005753160642628044,0.01% (4)
Federal,Congressional districts,4,0.005753160642628044,0.01% (4)
County,Permits,4,0.03673431903756084,0.04% (4)
Federal,ptmt,4,0.005753160642628044,0.01% (4)
Federal,moonshot,4,0.005753160642628044,0.01% (4)
Federal,ESI,4,0.005753160642628044,0.01% (4)
County,RIVCOconnect Broadband,4,0.03673431903756084,0.04% (4)
Federal,2010_GR_UTIG,4,0.005753160642628044,0.01% (4)
Federal,published,4,0.005753160642628044,0.01% (4)
Federal,multi-page,4,0.005753160642628044,0.01% (4)
Federal,Section 10. National Security and Veterans Affairs,4,0.005753160642628044,0.01% (4)
Federal,2016_GR_UTIG,4,0.005753160642628044,0.01% (4)
Federal,prior art,4,0.005753160642628044,0.01% (4)
Federal,Chemistry: Chemical thermodynamics and chemical properties,4,0.005753160642628044,0.01% (4)
Federal,Sentinel-3A,4,0.005753160642628044,0.01% (4)
Federal,pdf,4,0.005753160642628044,0.01% (4)
State,General Services,4,0.01320175583352586,0.01% (4)
Federal,pgpub,4,0.005753160642628044,0.01% (4)
Federal,2011_GR_UTIG,4,0.005753160642628044,0.01% (4)
Federal,2012_GR_UTIG,4,0.005753160642628044,0.01% (4)
Federal,class,4,0.005753160642628044,0.01% (4)
Federal,code,4,0.005753160642628044,0.01% (4)
Federal,Thermal properties,4,0.005753160642628044,0.01% (4)
County, Constituent Satisfaction Survey Results,4,0.03673431903756084,0.04% (4)
Federal,Climate Change - Clean Energy,4,0.005753160642628044,0.01% (4)
Federal,Section 1. Population,4,0.005753160642628044,0.01% (4)
